QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,Coverage,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,Coverage,MCC,NBD,LOC,#Pa,#MC,#AF
<Method>org.openqa.selenium.remote.server.handler.WebElementHandler<T>.protected getElementId( ): String,getElementId( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.remote.server.handler.WebElementHandler<T>.public setId( String ): void,setId( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Field>org.openqa.selenium.remote.server.handler.WebElementHandler<T>->elementId,volatile elementId : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.remote.server.handler.html5,org.openqa.selenium.remote.server.handler.html5,low,medium-high,medium-high,low,,,,,,68,228,,,,,,,,,,,,,16,16,0,228,2,16,0,0.889,0.111,68,,,,,,,
org.openqa.selenium.remote.server.handler.html5.ClearLocalStorage,ClearLocalStorage,low-medium,low,low,low,4,22,4,2,0,3,10,9,0,0,3,0,0,0,0.333,0,0,0,,,,,10,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.ClearLocalStorage.public ClearLocalStorage( Session ): void,ClearLocalStorage( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.ClearLocalStorage.public call( ): Void,call( ): Void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.ClearLocalStorage.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.ClearSessionStorage,ClearSessionStorage,low-medium,low,low,low,4,22,4,2,0,3,10,9,0,0,3,0,0,0,0.333,0,0,0,,,,,10,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.ClearSessionStorage.public ClearSessionStorage( Session ): void,ClearSessionStorage( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.ClearSessionStorage.public call( ): Void,call( ): Void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.ClearSessionStorage.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetAppCacheStatus,GetAppCacheStatus,low-medium,low,low,low,4,21,3,2,0,3,9,8,0,0,3,0,0,0,0.333,0,0,0,,,,,9,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetAppCacheStatus.public GetAppCacheStatus( Session ): void,GetAppCacheStatus( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetAppCacheStatus.public call( ): AppCacheStatus,call( ): AppCacheStatus,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetAppCacheStatus.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem,GetLocalStorageItem,low-medium,low,low,low,4,24,5,2,0,4,13,11,1,0,4,0,0,0,0.5,0.5,0,0,,,,,13,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem.public GetLocalStorageItem( Session ): void,GetLocalStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem.public call( ): String,call( ): String,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,1
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem.public setKey( String ): void,setKey( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.GetLocalStorageKeys,GetLocalStorageKeys,low-medium,low,low,low,4,22,4,2,0,3,10,9,0,0,3,0,0,0,0.333,0,0,0,,,,,10,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageKeys.public GetLocalStorageKeys( Session ): void,GetLocalStorageKeys( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageKeys.public call( ): Set,call( ): Set,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageKeys.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetLocalStorageSize,GetLocalStorageSize,low-medium,low,low,low,4,22,4,2,0,3,9,8,0,0,3,0,0,0,0.333,0,0,0,,,,,9,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageSize.public GetLocalStorageSize( Session ): void,GetLocalStorageSize( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageSize.public call( ): Integer,call( ): Integer,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocalStorageSize.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetLocationContext,GetLocationContext,low-medium,low,low,low,4,21,3,2,0,3,9,8,0,0,3,0,0,0,0.333,0,0,0,,,,,9,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocationContext.public GetLocationContext( Session ): void,GetLocationContext( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocationContext.public call( ): Location,call( ): Location,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetLocationContext.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem,GetSessionStorageItem,low-medium,low,low,low,4,24,5,2,0,4,13,11,1,0,4,0,0,0,0.5,0.5,0,0,,,,,13,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem.public GetSessionStorageItem( Session ): void,GetSessionStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem.public call( ): String,call( ): String,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,1
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem.public setKey( String ): void,setKey( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.GetSessionStorageKeys,GetSessionStorageKeys,low-medium,low,low,low,4,22,4,2,0,3,10,9,0,0,3,0,0,0,0.333,0,0,0,,,,,10,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageKeys.public GetSessionStorageKeys( Session ): void,GetSessionStorageKeys( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageKeys.public call( ): Set,call( ): Set,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageKeys.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.GetSessionStorageSize,GetSessionStorageSize,low-medium,low,low,low,4,22,4,2,0,3,10,9,0,0,3,0,0,0,0.333,0,0,0,,,,,10,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageSize.public GetSessionStorageSize( Session ): void,GetSessionStorageSize( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageSize.public call( ): Integer,call( ): Integer,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,0
<Method>org.openqa.selenium.remote.server.handler.html5.GetSessionStorageSize.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem,RemoveLocalStorageItem,low-medium,low,low,low,4,24,5,2,0,4,13,11,1,0,4,0,0,0,0.5,0.5,0,0,,,,,13,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem.public RemoveLocalStorageItem( Session ): void,RemoveLocalStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem.public call( ): String,call( ): String,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,1
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem.public setKey( String ): void,setKey( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.remote.server.handler.html5.RemoveLocalStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem,RemoveSessionStorageItem,low-medium,low,low,low,4,24,5,2,0,4,13,11,1,0,4,0,0,0,0.5,0.5,0,0,,,,,13,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem.public RemoveSessionStorageItem( Session ): void,RemoveSessionStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem.public call( ): String,call( ): String,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,1
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem.public setKey( String ): void,setKey( String ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1
<Method>org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.remote.server.handler.html5.RemoveSessionStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem,SetLocalStorageItem,low-medium,low,low,low,4,25,6,2,0,4,16,13,2,0,4,0,0,0,0.5,0.5,0,0,,,,,16,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem.public SetLocalStorageItem( Session ): void,SetLocalStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem.public call( ): Void,call( ): Void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,2
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,2
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,2
<Field>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.html5.SetLocalStorageItem->value,volatile value : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.SetLocationContext,SetLocationContext,low-medium,low,low,low,5,26,7,2,0,7,31,29,1,0,4,0,0,0,0.5,0.5,0,0,,,,,31,,,,,,7,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocationContext.public SetLocationContext( Session ): void,SetLocationContext( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocationContext.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,3,1
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocationContext.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,20,1,10,1
<Method>org.openqa.selenium.remote.server.handler.html5.SetLocationContext.public toString( ): String,toString( ): String,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,1
<Field>org.openqa.selenium.remote.server.handler.html5.SetLocationContext->location,volatile location : Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem,SetSessionStorageItem,low-medium,low,low,low,4,25,6,2,0,4,16,13,2,0,4,0,0,0,0.5,0.5,0,0,,,,,16,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem.public SetSessionStorageItem( Session ): void,SetSessionStorageItem( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem.public call( ): Void,call( ): Void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,4,2
<Method>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,2
<Method>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,2
<Field>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem->key,volatile key : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.html5.SetSessionStorageItem->value,volatile value : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.html5.Utils,Utils,low,medium-high,low,low,11,14,10,1,0,13,36,35,0,0,0,5,0,0,0.4,0,0,0,,,,,36,,,,,,13,,,,,,,
"<Method>org.openqa.selenium.remote.server.handler.html5.Utils.private static convert( WebDriver, Class, String, Class ): T","static convert( WebDriver, Class, String, Class ): T",low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,23,4,10,0
<Method>org.openqa.selenium.remote.server.handler.html5.Utils.static getApplicationCache( WebDriver ): ApplicationCache,static getApplicationCache( WebDriver ): ApplicationCache,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.remote.server.handler.html5.Utils.static getLocationContext( WebDriver ): LocationContext,static getLocationContext( WebDriver ): LocationContext,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.remote.server.handler.html5.Utils.public static getNetworkConnection( WebDriver ): NetworkConnection,static getNetworkConnection( WebDriver ): NetworkConnection,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.remote.server.handler.html5.Utils.static getWebStorage( WebDriver ): WebStorage,static getWebStorage( WebDriver ): WebStorage,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Package>org.openqa.selenium.remote.server.handler.interactions,org.openqa.selenium.remote.server.handler.interactions,low,low-medium,low-medium,low,,,,,,34,123,,,,,,,,,,,,,6,6,0,123,0,6,0,1,0,34,,,,,,,
org.openqa.selenium.remote.server.handler.interactions.ClickInSession,ClickInSession,low-medium,low,low,low,3,14,8,2,0,8,25,23,1,0,4,0,0,0,0.5,0.833,0,0,,,,,25,,,,,,8,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.ClickInSession.public ClickInSession( Session ): void,ClickInSession( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.ClickInSession.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,0,4,1
<Method>org.openqa.selenium.remote.server.handler.interactions.ClickInSession.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,10,1,3,2
<Method>org.openqa.selenium.remote.server.handler.interactions.ClickInSession.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
<Field>org.openqa.selenium.remote.server.handler.interactions.ClickInSession->leftMouseButton,volatile leftMouseButton : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.interactions.DoubleClickInSession,DoubleClickInSession,low-medium,low,low,low,3,9,4,2,0,3,11,10,0,0,3,0,0,0,0.333,0,0,0,,,,,11,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.DoubleClickInSession.public DoubleClickInSession( Session ): void,DoubleClickInSession( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.DoubleClickInSession.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,3,0
<Method>org.openqa.selenium.remote.server.handler.interactions.DoubleClickInSession.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
org.openqa.selenium.remote.server.handler.interactions.MouseDown,MouseDown,low-medium,low,low,low,3,9,4,2,0,3,11,10,0,0,3,0,0,0,0.333,0,0,0,,,,,11,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseDown.public MouseDown( Session ): void,MouseDown( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseDown.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,3,0
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseDown.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation,MouseMoveToLocation,low-medium,low-medium,low,low,8,19,11,2,0,12,44,35,5,3,4,0,0,0.563,0.5,0.5,0,0,,,,,44,,,,,,12,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation.public MouseMoveToLocation( Session ): void,MouseMoveToLocation( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation.public call( ): Void,call( ): Void,low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,12,0,7,5
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,18,1,11,16
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,2
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->elementId, elementId : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->elementProvided, elementProvided : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->offsetsProvided, offsetsProvided : boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->xOffset, xOffset : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->yOffset, yOffset : int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->ELEMENT,static final ELEMENT : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->XOFFSET,static final XOFFSET : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.remote.server.handler.interactions.MouseMoveToLocation->YOFFSET,static final YOFFSET : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.remote.server.handler.interactions.MouseUp,MouseUp,low-medium,low,low,low,3,9,4,2,0,3,11,10,0,0,3,0,0,0,0.333,0,0,0,,,,,11,,,,,,3,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseUp.public MouseUp( Session ): void,MouseUp( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseUp.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,0,3,0
<Method>org.openqa.selenium.remote.server.handler.interactions.MouseUp.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,0
org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement,SendKeyToActiveElement,low-medium,low,low,low,3,14,8,2,0,5,21,19,1,0,4,0,0,0,0.5,0.5,0,0,,,,,21,,,,,,5,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement.public SendKeyToActiveElement( Session ): void,SendKeyToActiveElement( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement.public call( ): Void,call( ): Void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,0,4,1
<Method>org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,1,3,1
<Method>org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.remote.server.handler.interactions.SendKeyToActiveElement->keys,final keys : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.remote.server.handler.interactions.touch,org.openqa.selenium.remote.server.handler.interactions.touch,low,low-medium,low-medium,low,,,,,,54,209,,,,,,,,,,,,,8,8,0,209,0,8,0,1,0,54,,,,,,,
org.openqa.selenium.remote.server.handler.interactions.touch.DoubleTapOnElement,DoubleTapOnElement,low-medium,low-medium,low,low,8,16,8,3,0,4,17,14,1,1,4,0,0,0.5,0.5,0.5,0,0,,,,,17,,,,,,4,,,,,,,
<Method>org.openqa.selenium.remote.server.handler.interactions.touch.DoubleTapOnElement.public DoubleTapOnElement( Session ): void,DoubleTapOnElement( Session ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Method>org.openqa.selenium.remote.server.handler.interactions.touch.DoubleTapOnElement.public call( ): Void,call( ): Void,low,medium-high,low,low,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,6,1
<Method>org.openqa.selenium.remote.server.handler.interactions.touch.DoubleTapOnElement.public setJsonParameters( Map ): void,setJsonParameters( Map ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2
